306708,16,794,88,196,6,3,0,11,18,19,16,205,10,12,2,8,1,1,0,11,70,0,7,57,95,170,3,4,14,21,3,13,7,13,15,12,9,14,3,1,1,5,7,7,8,3,21,7,4,153,28,0,2,11,1,0,2,8,0,21,3,0,0,1,0,43,4,0,2,7,3,0,3,6,1,6,2,2,0,1,4,20,19,9,3,5,9,8,0,4,171,658,544,507,1643,240,280,15,1,16,366,11,26,59,29,651,3945,1180,265,506,20758,4408,266,323,291,5655,6166,1405,99,2461,214,231,163,50,50,8,18,25,24,23,17,6,17,63,71,708,7,3,12,47,68,139,344,241,231,68,4,75,14,52,23,25,24,3,93,16,25,7,6,2,2,25,6,2,2,7,1,10,6,1,7,6,3,14,12,13,58,66,165,8,26,16,5,76,5,12,7,147,84,440,316,228,150,255,58,71,2,19,21,5,12,36,21,3,10,13,2,3,2,14,9,47,146,404,27,11,3,1,2,11,8,22,8,6,0,3,0,2,8,10,0,14,3,3,3,1350,29,2,1,4,16,0,2,6,18,1,1,24,2,0,26,1,42,19,5,0,0,16,1,0,0,1,0,0,6,3,30,12,8,13,9,3,5,40,1,11,10,14,1242,49,28,8,0,12,3,14,0,4,2,3,3,0,1,1,66,1,20,5,2,1,1,0,3,1,0,1,0,2,5,5,4,12,7,10,6,1,269,38,60,2,12,16,3,4,1,1,0,2,0,20,1,0,15,1,2,1,5,2,1,4,0,3,0,1,2,9,7,12,0,1,0,5,0,0,15
58,5272,481,6,261,102,47,130,196,51,87,25,148,11,4,1,1,1,1,0,1,4,0,10,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,50,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,4,26,3,1,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,14,76,1,0,0,4,2,0,0,1,5,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,64,49390,146,7819,5,10,8,221,575,347,173,7575,1275,186,32,32,2,71,2,28,79,0,28,3,22,24,0,1,3,6,1,1,2,0,0,1,2,0,1,1,0,0,0,2,0,0,5,0,0,20,4,0,0,0,0,0,0,2,0,6,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,1,1,0,1,0,1,0,2,7,13,4,12,43,11,2,0,0,0,2,0,0,1,0,4,38,15,3,2,343,51,0,2,4,20,46,10,1,49,0,5,2,1,0,0,0,0,0,1,1,0,0,0,5,11,0,0,0,0,1,4,8,12,12,1,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,1,0,0,2,0,1,0,6,2,18,22,31,14,16,1,7,0,1,2,1,1,0,1,0,0,0,0,0,0,0,2,15,31,151,17,16,17,0,0,5,1,4,1,0,0,2,0,1,3,2,1,9,2,5,13,721,4,3,1,13,24,1,3,13,12,0,0,3,3,0,3,6,15,4,0,0,0,11,1,0,0,0,0,1,2,2,16,1,1,1,2,1,1,8,1,1,1,1,224,3,1,3,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,2,1,2,1,0,49,9,3,0,0,10,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
341,3,433,11714,129,1,1,0,10,7,7,3,182,12,1,0,24,11,6,22,1029,2586,3,264,0,17,11,0,0,1,3,0,1,0,1,1,0,1,0,1,3,0,0,1,0,0,0,3,0,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,7,3,13,0,1,0,0,0,0,0,0,0,0,1,5,1,1,1,50,12,0,1,0,6,18,3,0,8,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,7,13,3,5,2,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,4,2,24,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,303,4,26,203,51,108,1,4,15,12,0,0,6,0,0,1,4,17,3,0,0,0,2,1,0,0,0,0,0,0,0,5,0,1,1,0,0,1,2,1,0,0,1,47,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,4,1,1,0,0,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,87,11231,56,18793,6,6,26,386,1378,773,783,4259,154,164,9,19,4,20,1,8,47,2,19,3,15,12,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,7,0,1,4,0,0,8,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,3,5,6,9,26,5,1,0,0,1,5,0,1,0,0,9,20,8,2,0,135,16,0,0,2,14,43,13,0,29,1,0,1,1,1,1,0,0,0,0,0,0,2,0,1,5,0,0,0,1,0,4,9,5,9,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,1,0,3,3,7,12,18,5,7,2,2,0,2,1,1,0,1,1,0,0,0,0,0,0,1,0,6,5,91,7,12,12,0,0,2,0,2,0,1,0,0,0,1,0,0,2,7,5,0,10,371,4,1,1,2,6,0,0,6,3,1,0,5,0,0,1,2,16,3,0,0,1,2,0,0,0,1,0,0,1,0,7,0,0,1,0,0,0,5,0,0,1,0,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,22,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,238,63,2,53,971,27,9,16,1,3,1,19,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,16,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9,121,41,2,27,24,994,12,20,15,8,1,20,2,0,0,0,0,0,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,4,106,0,0,0,0,0,1,1,0,1,0,0,0,0,1,9,2,11,30,15,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,203,90,4,114,2,5,788,73,40,25,68,39,3,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,12,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,164,721,12,774,4,1,27,5478,651,1093,90,344,7,5,3,4,0,2,0,2,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,0,2,8,5,1,0,12,4,0,0,1,0,10,19,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,3,2,1,0,1,56,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,33,1556,7,1841,1,0,13,519,3714,1122,118,954,36,18,0,5,0,7,0,3,12,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,4,3,1,0,0,12,4,0,2,1,2,12,5,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,6,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,4,81,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,1,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
